Kesar Indisk Restaurant,claand1968,30. november 2020,"Fødselsdagsmiddag på Kesar var en succes. Stort menukort med mange muligheder - valgte fælles forretter som var lækre. Hovedretter var lækre med Naan brød til. Dessert var der ikke plads til. Vi kommer igen og til den til håber vi, at de har fået 1/2 liters sodavand i stedet for flasker.",5,Horsens
Kesar Indisk Restaurant,graudate07,"June 12, 2018","The food at this place is excellent; very tasty. But we did not have good service. We had to wait a long time even for our drinks. Our appetizers were served with our dinner, and people who were seated after us were served before us....More",4,Horsens
Kesar Indisk Restaurant,TatiKlinik,"April 2, 2018","Indian food at it's BEST!!! Cozzy little restaurant with the sweetest and friendliest service, and definitely the most delicious food.
By far my favorite place for dinner in Horsens. And no worries if you can't have spicy food, just let them know and they'll go...More",5,Horsens
Kesar Indisk Restaurant,yaseena2o17,"March 12, 2018","Best indian food you can ever have..trust me once you try the food there won’t be any other better Indian restaurant then this. Nice cozy, the smell of different spices and the atmosphere at the best...!👏🙏",5,Horsens
Kesar Indisk Restaurant,agata1007,"February 9, 2018","Good food, great service. People working there are always open to give you an advice and tell you more about the food. Great!",5,Horsens
Kesar Indisk Restaurant,Juan A,"November 7, 2017","Very good service. The food was tasty, great suggestions from the waitress and nice portions. We are definitely coming back.",5,Horsens
Kesar Indisk Restaurant,E7068MUstefanl,"October 27, 2017","Thanks for hosting a great meal in your restaurant today.
Great butter chicken and samosas!
We will for sure visit again.",5,Horsens
Kesar Indisk Restaurant,Graham S,"October 13, 2017",We have ordered take away food from here several times and have never been disappointed. Definitely recommended if you're ever in Horsens!,5,Horsens
Kesar Indisk Restaurant,markusw960,"October 6, 2017","The owners are very friendly und the meals taste authentic and absolutely amazing, we loved it. Even if it's only a small restaurant, it's worth to sit on the cozy tables and enjoy a piece of India in the middle of Horsens.",5,Horsens
Kesar Indisk Restaurant,thomasdU1882AP,"September 8, 2017","We had the Butter Chicken, Chicken Khaday and Chicken Korma. It was very nice - best Indian experience in Eastern Jutland so far. Prices also very reasonable.",5,Horsens
Kesar Indisk Restaurant,MartinJ3843,"April 8, 2017","the food at Kesar is amazing! great balance in spiciness, food is authentic and tasty. definitely will come back. the service was very helpful and friendly. great value for the money :))",5,Horsens
Kesar Indisk Restaurant,janehasselstrom,"December 29, 2016",Good authentic Indian takeaway which was much needed in a town devoid of spicy food! Reasonable prices and decent portions.,4,Horsens
Dollys,Jonas V,25. november 2021,"Lækkert kvalitets mad, til en fornuftig pris.
Dejlig afslappet og uformel stemning, hvor der var plads til både familier og forretnings middage.",5,Horsens
Dollys,690famb,21. september 2021,"Vi var 5 afsted. Blandet familie og venner. Lækker mad som altid. Og store portioner.
Super fin service. Opmærksomme og smilende.
Kan varmt anbefales til alle.",4,Horsens
Dollys,Leifwissing,12. august 2021,"At spise på Dollys er altid en fornøjelse. Der er ganske få retter på kortet, men det der er, er altid veltillavet og lækkert. Og personalet er altid venlige og søde",5,Horsens
Dollys,Mikkel4050,22. juli 2021,Dejligt med et menukort der ikke kun består af burger og pommes. Endnu bedre er det at retterne tydeligt består af gode rådvarer og hjemmegjort tilbehør. Vi fik fiskefilet på rugbrød og salat Nicoise - begge meget lækre.,5,Horsens
Dollys,184lui,20. juli 2021,"Virkelig lækker mad, lavet af gode råvarer og lækkert serveret. Også rigtig god betjening og helt tilpas hensyn til børnene, med lækker børnemenu og igen søde tjenere.",5,Horsens
Dollys,Food_food_life,11. juli 2021,"Endnu et besøg på Dollys i Horsens - et sted der er værd at køre efter. Hurtig bestilling, en meget sød, smilende betjening der uformel og passer godt til sted ",4,Horsens
Dollys,Z6534VFthomasb,10. juli 2021,"Skamstegt flæsk - fik ny portion efter 20min. Halvdelen ok i den nye, resten skamstegt. Vi blev glemt flere gange af tjenerne.",2,Horsens
Dollys,97susanneu,23. juni 2021,Kartofler hvor nogen var kogt for meget og andre for lidt. Persillesovs som var lunken og med klumper. Det stegte flæsk var dog perfekt.,2,Horsens
Dollys,853mikkels,23. juni 2021,Dollys er en hyggelig og hundevenlig café ved haven i Hors ,4,Horsens
Dollys,Morten_Arknaes,12. juni 2021,"Dansk mad, når det er bedst (har smagt det meste på menu-kortet). Alt er hjemmelavet, fra bunden, kvaliteten er altid i top, og så er deres stegte flæsk måske den bedste i hele landet!! Servicen er også altid god/venlig og rammerne er hyggelige. Jeg giver Dolly’s min allerbedste anbefaling. Jeg kommer snart retur… igen igen.",5,Horsens
Dollys,alicen718,"May 3, 2018",Nice restaurant on the docks with friendly staff. It’s pretty big but I would suggest booking in advance because it was very crowded on a mid-week day. Their specialty is crusted pork but note that it’s basically fried bacon so a small portion is more...More,3,Horsens
Dollys,Stuart_Stockholm,"April 4, 2018",I ate here on a business trip with collegues. We hadboth the fish and crispy pork dish. Bothe were fantastic and a real experience of authentic Danish fare! I will be back if business allows !!,4,Horsens
Dollys,Christiaan M,"March 19, 2018","Nice atmosphere, friendly service, good meal, this time Dolly Gryd, with a Jacobson Brown. Favorite place in Horsens.",4,Horsens
Dollys,NZfour,"September 19, 2017",Another wonderful meal enjoyed at Cafe Dolly. Traditional fares. Fried pork belly with potatoes and parsley sauce. Service fast and friendly.,5,Horsens
Dollys,Kinga R,"June 19, 2017","I really enjoyed food out there. Service was not so fast but probably beacause of full tables, but I can recommend this place in Horsens because it is worth, even though the prices may be kinda high :)",4,Horsens
Dollys,mik35,"May 19, 2017","well i found the restaurant thanks to trip advisor.
the food is danish traditional. the place is very nice and it looks like a pub.
prices are a bit high but this is denmark.",3,Horsens
Dollys,andersj702,"March 14, 2017","Go here to try the traditional danish dish, fired pork and parsley sauce.
Situated near the harbor, where you can take a stroll afterwards.",4,Horsens
Dollys,sandragj88,"March 13, 2017","This restaurant provides a well served and solid meal from the danish kitchen.
The restaurant is atmospheric and located directly at the harbour. 
If you order the house speciality crisp pork you will not leave the table untill you are filled. Potatoes and parsley sauce...More",4,Horsens
Dollys,Angelo L,"December 15, 2016",I have been there with the whole family of my friend who gave me very good suggestion s about the various specialities!,5,Horsens
Dollys,nolfirenze,"November 28, 2016","We went to Dolly's as a large group and every single person was delighted with the food, service and general atmosphere. They catered to us so well and everybody was so friendly and fun. The food was incredible and as a mix of adults and...More",5,Horsens
Dollys,Erzsébet G,"October 26, 2016","I've traveled to Horsens twice, and both times it's been a highlight to visit Dolly's.  I'm a pescatarian, so I haven't tried their famous crispy pork (which everyone does highly recommend), but I loved the three different types of cured herring, especially (and surprisingly!) the...More",5,Horsens
Dollys,iva771,"June 3, 2016","It is a great place to have a beer and a tasty food, very nice interrior with a possibility to sit also outside on a terrace. The staff is very nice and friendly.",5,Horsens
Dollys,brentr270,"June 3, 2016",When they say crispy pork. They mean it. It's basically just this bacon cooked hard. Which I Love!!  It was tasty. And the beer was good.,4,Horsens
Dollys,JAF F,"March 24, 2016","A very nice place to visit. Good food and pleasant surroundings close to the harbor in Horsens. The food is well prepared and is nicely served - and there is enough of it. The surroundings are cozy, and therefore a good place for such a...More",5,Horsens
Dollys,Ole B,"March 15, 2016","Friendly staff, nice internal surroundings and outside environment, OK menu, mostly well prepared. Price level: average for Denmark, i.e. expensive, but not too expensive.",4,Horsens
Dollys,AD2829,"March 15, 2016","Food was okey, nothing special. My dish was too salty and starter was delivered after main dish. I would recommed it to people who want to try traditional danish cuisine but not for everyweekend meal of meeting with friends",4,Horsens
Dollys,Peter C,"March 15, 2016",Some of the best fried pork i ever tried. And they serve it in the finest location in town. if you are in Horsens you have to try it.,5,Horsens
Dollys,thomasdU1882AP,"January 5, 2016","I went here back in april, me having fried pork (dish of the house) and my mate have some fish menu I think. Both of us were rather disappointed with what we got.. before they moved, Dolly made some of the best food in town....More",2,Horsens
Dollys,englaender,"November 26, 2015",Cafe Dolly is a local institution. It's Grandmas danish cooking - not the new Nordic style - just plenty of pork and potatoes. But in a very nice environment and honestly served. Definitely worth a visit.,4,Horsens
Dollys,jamesleslie4,"November 12, 2015","We had a lovely meal here, the staff could not have been nicer and the food was ace. I'd highly recommend this place.",5,Horsens
Dollys,hollyp175,"August 10, 2015","We were recommended this restaurant by a local lady and we were so pleased we went!
Local Danish food which was different but very nice. 
My boyfriend had the stegt flæsk which tasty and filling. 
I had the steak which came with a bernaise sauce...More",5,Horsens
Dollys,WanderlustCassis,"July 9, 2015","Me, my boyfriend and his family went here because we noticed that they had a vegan course on their menu ( a celery - steak with a small salad, vegetable - puré and potatoes on the side). I have been in Horsens for four days...More",4,Horsens
Dollys,NewcastlePaula,"April 8, 2015","Situated down at the old harbour, Dolly's is a well known restaurant with a lovely atmosphere serving traditional Danish food. We like to go here when friends and family come to visit and we have also used the take out service. The food is always...More",4,Horsens
Dollys,karinb601,"February 18, 2015","Authentic atmosphere - brilliant food. Even better than my mum makes it, and with charming service....A must visit in Horsens.",5,Horsens
Dollys,alfabase,"February 18, 2015","Cafe Dolly claims to serve a typically danish dish with parsley sauce. My wife got that, and the sauce was parsley sauce, but a plain bechamel with some fresh chopped parsley.
I got a fish, a flounder, with that much salt on 1 side, and...More",2,Horsens
Dollys,Elizabeth R,"December 1, 2014","My husband and I had dinner here after reading some reviews and were not disappointed. We were the only non-Danish people in the restaurant, which was busy on a Monday evening - also a good sign.  Tthe waitresses spoke perfect english and were very accommodating....More",4,Horsens
Dollys,Henrik_mo,"October 18, 2014","We'd heard of this place and were invited out for a meal, we expected it to be a dive, but it was super nice. The meal we'd been invited for is ""Stegt flæsk"" or roasted pork with parsley sauce - pretty close to a national...More",5,Horsens
Dollys,romorus,"September 24, 2014","Very good food great service, and you must try the Danish dish: stegt flæsk med persillesovs its really good. All in all a great  experience",4,Horsens
Dollys,Caroline H,"September 1, 2014","It is very difficult here in Jutland to find a restaurant that offers vegetarian suggestions on the menu, but this one does! It is a small, historic building in the harbour. The night we had dinner here, it was very busy. The staff is relaxed...More",4,Horsens
Dollys,Kaceyef,"July 14, 2014","I tried the house specialty, described as crisp pork. It turned out to be very thick sliced bacon cooked extremely crisp. It was served with boiled potatoes, beets, pickles, and cranberries. I probably would have been more pleased with a different entree, but wanted to...More",4,Horsens
Dollys,Trip_Over,"July 6, 2014","Was taken here by some Danish colleagues and enjoyed a very satisfying meal with a lot of what I would call comfort food including a delicious casserole and something called ""Grandmas Chicken"" which was picked by most and probably hails back to a warm childhood...More",4,Horsens
Dollys,brwatne,"July 3, 2014","We got Cafe Dolly recommended from a local friend of my father, and decided to go here to have a dinner with the whole family - 9 people and 3 generations.

It started off good enough, with our orders being taken promptly, and drinks being...More",2,Horsens
Dollys,HorsensStb,"June 5, 2014",Lovely restaurant by the harbour. You get all sorts of DANISH dishes of High quality . Very kind service .when the Sun shines you can sit outside,4,Horsens
Dollys,Heidi B,"May 18, 2014","Good food and service. Close to the marine so nice for sailers. Try the ""stegt flesk"" if you want danish style food. The wine is a little ekspensive!",3,Horsens
Dollys,Henrik Kjærgaar... C,"March 12, 2014","Make sure that you have a table in one of the small room out behind - here the atmosphere is very good and cosy.

Go there if you want a hearty meal made ​​from premium ingredients.",4,Horsens
Dollys,gumledyr,"March 11, 2014",Everything on the menu is superb. I live nearby and visit this resturant reguarly. I've never been disapointed.,5,Horsens
Dollys,Helle H,"March 11, 2014","will absolutely recommend this if you want classic danish food.
Nice staff and fair prices.
Good experience have been ther several times, and will come back",4,Horsens
Dollys,S-Shepherd52,"October 14, 2013","We were five, without booking. We are French and have bien received by yhe maid who spoke English. Good explainations, with some words in French. To be recommended.",4,Horsens
